Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
05/12/10,BadgerysCreek,18.7,26.4,0.4,NA,NA,ENE,31,SSW,NE,6,4,78,80,1012.2,1010.7,NA,NA,22.2,23.2,No,No
06/12/10,BadgerysCreek,17.7,25.6,0.8,NA,NA,N,43,ENE,SW,2,11,79,97,1014.5,1013.2,NA,NA,23.4,20.8,No,Yes
07/12/10,BadgerysCreek,16.9,28.2,28.4,NA,NA,NE,41,NE,E,15,24,79,58,1016.7,1014.6,NA,NA,23.5,26.6,Yes,No
08/12/10,BadgerysCreek,16.3,31.1,0,NA,NA,ENE,37,NE,NNE,13,19,76,55,1016.9,1011.7,NA,NA,23.2,30.4,No,Yes
09/12/10,BadgerysCreek,21.5,31.2,2,NA,NA,N,46,NW,N,2,17,94,63,1011,1007.9,NA,NA,22.9,28.8,Yes,Yes
10/12/10,BadgerysCreek,20.4,31.2,2.6,NA,NA,SW,31,SSE,N,7,9,97,53,1009.6,1005.9,NA,NA,21.3,28.5,Yes,No
11/12/10,BadgerysCreek,13.5,29.7,0,NA,NA,N,37,SSW,NNW,4,22,53,25,1008.4,1002.8,NA,NA,21.5,29.1,No,No
12/12/10,BadgerysCreek,12.7,30.3,0,NA,NA,WNW,46,N,NW,11,26,57,29,1004.4,1003.6,NA,NA,23.2,29.7,No,No
13/12/10,BadgerysCreek,14.2,27.1,0,NA,NA,ESE,43,SSE,E,9,19,63,52,1014.2,1012.2,NA,NA,21.4,26,No,No
14/12/10,BadgerysCreek,17,26.9,0,NA,NA,E,31,SSW,E,15,15,73,53,1016.8,1013.1,NA,NA,22.3,25.8,No,No
15/12/10,BadgerysCreek,16.9,30.3,0,NA,NA,ESE,30,NNW,N,13,9,77,55,1011.3,1006,NA,NA,22,29.1,No,No
16/12/10,BadgerysCreek,18.5,27.5,0,NA,NA,NNW,44,N,ENE,9,17,70,97,1004,1003.7,NA,NA,24.1,17.5,No,Yes
17/12/10,BadgerysCreek,16.5,25.5,22,NA,NA,WNW,35,NNW,NW,6,11,81,73,1006.5,1003.9,NA,NA,18.9,22.1,Yes,No
18/12/10,BadgerysCreek,16,24.7,0,NA,NA,W,54,N,SW,11,41,73,70,1003.5,1001.2,NA,NA,17.3,18,No,No
19/12/10,BadgerysCreek,12.4,25.5,0.4,NA,NA,SW,44,NA,NNE,0,15,86,56,1003.9,995.1,NA,NA,15.4,24,No,Yes
20/12/10,BadgerysCreek,11.4,21.3,2.4,NA,NA,W,67,W,W,33,41,48,47,998.8,1002,NA,NA,16,20.2,Yes,No
21/12/10,BadgerysCreek,11,26.7,0,NA,NA,WSW,46,WNW,W,9,20,46,34,1009.8,1008.5,NA,NA,19.2,25.5,No,No
22/12/10,BadgerysCreek,10.6,25.6,0,NA,NA,NA,NA,S,E,9,19,67,53,1019.1,1017.8,NA,NA,20.6,25.1,No,NA
23/12/10,BadgerysCreek,14.3,31.7,NA,NA,NA,SSE,46,SW,NNE,7,6,83,40,1018.5,1016.2,NA,NA,20.2,30.4,NA,No
24/12/10,BadgerysCreek,16.8,22.7,0,NA,NA,S,24,SE,NA,13,0,72,56,1026.5,1023.7,NA,NA,18.2,22.3,No,No
25/12/10,BadgerysCreek,13.4,31.4,0,NA,NA,N,31,NNE,N,11,9,70,45,1017.5,1010.9,NA,NA,20.9,30.1,No,Yes
26/12/10,BadgerysCreek,19.4,30.2,4.8,NA,NA,SSW,63,WNW,NNE,11,9,94,65,1007.4,1001.5,NA,NA,19.5,28.6,Yes,Yes
27/12/10,BadgerysCreek,16.6,19.8,21,NA,NA,E,33,SSW,SE,6,13,96,81,1005.9,1006.1,NA,NA,16.7,18.7,Yes,Yes
28/12/10,BadgerysCreek,12.5,20.5,1.4,NA,NA,ENE,26,SW,ESE,11,13,64,56,1019.7,1019.1,NA,NA,16.8,20,Yes,No
29/12/10,BadgerysCreek,13.3,29.4,0.2,NA,NA,ENE,30,N,N,9,11,72,53,1018.7,1014,NA,NA,20.5,27.8,No,No
30/12/10,BadgerysCreek,15.7,29.2,0,NA,NA,NE,31,SE,ENE,7,19,70,58,1017.1,1015.1,NA,NA,23.6,28.4,No,No
31/12/10,BadgerysCreek,16.8,34.1,0,NA,NA,E,31,SE,ENE,9,6,84,41,1016.3,1013.1,NA,NA,23.8,33.6,No,No
01/01/11,BadgerysCreek,16.8,37.4,0,NA,NA,E,28,N,ENE,2,7,74,27,1013.8,1009.3,NA,NA,24.4,36.7,No,No
02/01/11,BadgerysCreek,17.1,30.8,0,NA,NA,SSW,39,NW,ENE,6,19,71,60,1012.8,1010.5,NA,NA,23.6,29.6,No,No
03/01/11,BadgerysCreek,16.9,20.5,0.8,NA,NA,S,39,SW,ESE,7,13,94,97,1015.3,1012.5,NA,NA,17.9,17.6,No,Yes
04/01/11,BadgerysCreek,16.1,22.3,4.2,NA,NA,SE,20,SSW,SSE,9,13,73,66,1015,1011.9,NA,NA,19.2,21.3,Yes,No
05/01/11,BadgerysCreek,16.9,27,0,NA,NA,ESE,33,NA,NE,0,15,78,56,1008.3,1005.1,NA,NA,19.1,26.5,No,No
06/01/11,BadgerysCreek,16.6,26.6,0,NA,NA,SSW,39,S,SSE,15,20,72,55,1011.7,1011.2,NA,NA,20.5,25.8,No,No
07/01/11,BadgerysCreek,16.1,26.9,0,NA,NA,E,35,SSW,WSW,9,7,83,86,1014.4,1013.1,NA,NA,21.7,23.2,No,Yes
08/01/11,BadgerysCreek,19.1,29,9,NA,NA,S,43,NA,E,0,19,87,55,1014.3,1011.7,NA,NA,21.6,26.8,Yes,Yes
09/01/11,BadgerysCreek,20.4,29,2.2,NA,NA,WSW,48,SSE,ESE,2,19,100,59,1014.9,1014.1,NA,NA,22,28.4,Yes,Yes
10/01/11,BadgerysCreek,20.6,28.2,7,NA,NA,ENE,46,ENE,E,19,19,90,67,1016.9,1015.1,NA,NA,22.9,25.6,Yes,Yes
11/01/11,BadgerysCreek,20.1,24.4,2.8,NA,NA,ENE,41,NE,ENE,6,13,90,83,1015.1,1012.2,NA,NA,22.1,23.7,Yes,Yes
12/01/11,BadgerysCreek,21.1,29.3,4.6,NA,NA,ENE,35,NE,NE,4,15,84,68,1012.9,1011,NA,NA,24.2,27.8,Yes,No
13/01/11,BadgerysCreek,22.4,28.7,1,NA,NA,E,41,ENE,ENE,13,24,74,57,1015.1,1013.1,NA,NA,24.7,27.6,No,No
14/01/11,BadgerysCreek,18.2,30.3,0,NA,NA,NNE,39,NNE,N,15,20,71,48,1012.9,1008.8,NA,NA,24.1,29.2,No,Yes
15/01/11,BadgerysCreek,20.6,30,4.6,NA,NA,ESE,30,NA,N,0,9,91,71,1009.8,1007.6,NA,NA,21.6,27.8,Yes,No
16/01/11,BadgerysCreek,18.7,30.6,0,NA,NA,NNE,31,SW,NNE,6,19,82,59,1010.8,1007.1,NA,NA,24.2,30.1,No,No
17/01/11,BadgerysCreek,17.6,32.7,0,NA,NA,SE,39,NA,ESE,0,20,76,63,1003.2,1001,NA,NA,24,28.2,No,No
18/01/11,BadgerysCreek,17.4,27.8,0,NA,NA,SE,37,SSW,E,6,22,66,61,1008.2,1007,NA,NA,22.3,25.7,No,No
19/01/11,BadgerysCreek,18.3,28.2,0,NA,NA,SSW,48,SE,ENE,6,11,84,58,1010.3,1009,NA,NA,20.6,27.3,No,No
20/01/11,BadgerysCreek,18.8,29.8,0.8,NA,NA,ENE,39,E,E,9,20,67,52,1014,1012.9,NA,NA,24.1,27.8,No,No
21/01/11,BadgerysCreek,15.7,32,0,NA,NA,N,33,SW,N,4,13,73,35,1015.7,1012.5,NA,NA,22.5,30.5,No,No
22/01/11,BadgerysCreek,16.7,31.6,0,NA,NA,E,37,NE,NA,6,NA,70,NA,1016.7,NA,NA,NA,24,NA,No,No
23/01/11,BadgerysCreek,17.6,32.4,0,NA,NA,ENE,33,NNE,NA,13,NA,65,NA,1012.8,NA,NA,NA,23.6,NA,No,Yes
24/01/11,BadgerysCreek,16.6,33.7,1.2,NA,NA,N,44,NE,N,6,22,76,49,1004.6,1001.3,NA,NA,22.4,29.2,Yes,No
25/01/11,BadgerysCreek,20.5,36.1,0,NA,NA,S,33,SW,NE,9,9,70,45,1008.8,1006.5,NA,NA,23.2,33.1,No,No
26/01/11,BadgerysCreek,19.5,36.8,0,NA,NA,SW,50,SW,E,6,7,81,50,1012.1,1009.7,NA,NA,24.8,35.4,No,No
27/01/11,BadgerysCreek,22.5,35.9,0,NA,NA,ESE,39,NNE,NE,7,7,75,46,1013.6,1010.1,NA,NA,26.8,35.5,No,No
28/01/11,BadgerysCreek,19,27.4,0,NA,NA,S,31,S,E,13,15,76,51,1019.7,1018.9,NA,NA,21.7,26.4,No,No
29/01/11,BadgerysCreek,14,27.6,0,NA,NA,ENE,39,SSE,ENE,6,15,67,49,1022.1,1020.7,NA,NA,21.8,26.5,No,No
30/01/11,BadgerysCreek,12.1,36.7,0,NA,NA,ENE,30,NA,N,0,11,70,26,1020.5,1015.5,NA,NA,20,34.6,No,No
31/01/11,BadgerysCreek,17,40.4,0,NA,NA,E,31,NNW,NE,6,11,62,20,1015.7,1011.3,NA,NA,26.1,39.2,No,No
01/02/11,BadgerysCreek,18.4,41.5,0,NA,NA,NW,44,SSW,W,4,19,79,21,1012,1006.7,NA,NA,24.5,40.9,No,No
02/02/11,BadgerysCreek,23.1,38.4,0,NA,NA,ENE,37,E,E,11,22,42,38,1015.4,1011.4,NA,NA,30.7,37.2,No,No
03/02/11,BadgerysCreek,23.9,38.7,0,NA,NA,WNW,50,W,W,7,22,81,39,1011.8,1010.9,NA,NA,26,37.9,No,No
04/02/11,BadgerysCreek,22.1,38.6,0,NA,NA,SE,37,NNE,E,9,26,63,44,1015.1,1009.8,NA,NA,28.4,37.6,No,No
05/02/11,BadgerysCreek,21.8,41.4,0,NA,NA,NW,56,NNE,N,9,35,76,21,1010.5,1007.1,NA,NA,27.3,40.2,No,No
06/02/11,BadgerysCreek,21.8,33.9,0,NA,NA,SSE,52,WSW,SSE,15,33,64,67,1013.2,1016.4,NA,NA,27.3,23.2,No,No
07/02/11,BadgerysCreek,16.6,24.1,0,NA,NA,E,28,SSW,E,11,9,60,48,1024.6,1020.6,NA,NA,17.9,23.2,No,No
08/02/11,BadgerysCreek,14.2,27.4,0,NA,NA,ESE,33,WSW,ESE,7,20,68,52,1020.1,1018.7,NA,NA,20.5,25.2,No,No
09/02/11,BadgerysCreek,14.8,25.5,0,NA,NA,ENE,31,SSW,SSE,11,15,57,56,1024.9,1023.3,NA,NA,21.7,24.3,No,No
10/02/11,BadgerysCreek,14.9,30.5,0,NA,NA,E,33,NA,E,0,17,84,44,1024.1,1019.6,NA,NA,20.1,30.2,No,No
11/02/11,BadgerysCreek,16.3,38.2,0,NA,NA,SW,44,N,WNW,6,17,76,30,1016.4,1011.2,NA,NA,22.5,35.4,No,No
12/02/11,BadgerysCreek,21.6,22.7,0.2,NA,NA,S,37,S,SSE,20,11,81,71,1015.4,1017.3,NA,NA,22.4,21.5,No,Yes
13/02/11,BadgerysCreek,18.2,22.8,19.8,NA,NA,SSE,35,SW,SSE,4,17,91,73,1017.8,1019,NA,NA,21.1,21.8,Yes,No
14/02/11,BadgerysCreek,17.8,23.5,0,NA,NA,E,30,SSW,E,13,15,69,77,1024.2,1024.2,NA,NA,20.4,19.9,No,No
15/02/11,BadgerysCreek,14.6,24.1,0,NA,NA,ESE,24,S,ESE,11,17,75,61,1024.7,1022.3,NA,NA,19.2,23.6,No,No
16/02/11,BadgerysCreek,17.8,28.1,1,NA,NA,NE,20,SW,N,9,13,80,57,1020.2,1016.5,NA,NA,20.8,26.3,No,Yes
17/02/11,BadgerysCreek,19.4,31.8,1.4,NA,NA,N,30,W,WNW,7,11,97,59,1014.3,1011.2,NA,NA,21.8,29.8,Yes,Yes
18/02/11,BadgerysCreek,19.7,28.2,4.4,NA,NA,E,28,SW,SE,6,7,88,66,1015.6,1014.4,NA,NA,21.9,26.9,Yes,No
19/02/11,BadgerysCreek,20.2,37.9,0.2,NA,NA,NNW,43,NNE,NNW,11,24,85,35,1011.4,1006,NA,NA,23.6,36.8,No,No
20/02/11,BadgerysCreek,23.6,36.7,0,NA,NA,W,35,WSW,W,7,17,65,34,1007.2,1005.8,NA,NA,29.8,35.5,No,No
21/02/11,BadgerysCreek,18.4,28.6,0,NA,NA,SE,39,S,SE,2,24,78,55,1013.5,1012.1,NA,NA,20.1,26,No,No
22/02/11,BadgerysCreek,15.6,24.5,0.2,NA,NA,ESE,41,SW,ESE,17,26,59,48,1022.7,1022.1,NA,NA,17.6,22.4,No,No
23/02/11,BadgerysCreek,12.5,27.5,0,NA,NA,E,35,SW,SSE,13,13,72,40,1023.5,1021,NA,NA,20.5,25.5,No,No
24/02/11,BadgerysCreek,12.5,31,0,NA,NA,ENE,28,SW,ENE,6,19,80,29,1020.5,1015.5,NA,NA,18.7,29.7,No,No
25/02/11,BadgerysCreek,12.8,32,0,NA,NA,NE,35,NNE,NNE,9,13,75,33,1014.9,1011.7,NA,NA,20.3,31.4,No,No
26/02/11,BadgerysCreek,16.7,34.1,0,NA,NA,ESE,41,NA,SSW,0,11,81,27,1013.3,1008.6,NA,NA,21.8,33.1,No,No
27/02/11,BadgerysCreek,16.6,29.5,0,NA,NA,E,26,WNW,N,6,13,90,54,1009.6,1007.9,NA,NA,20.5,27.8,No,No
28/02/11,BadgerysCreek,20.4,30.2,0.4,NA,NA,SSE,28,NE,SE,9,17,89,58,1010.9,1007.4,NA,NA,21.4,28.1,No,No
01/03/11,BadgerysCreek,18.7,36.6,0.6,NA,NA,WSW,54,NW,WSW,15,31,62,24,1003.2,1003.5,NA,NA,25.8,33.7,No,No
02/03/11,BadgerysCreek,16.4,22.1,0,NA,NA,NNE,26,S,NE,9,11,74,64,1017.7,1015.6,NA,NA,17.9,20.6,No,No
03/03/11,BadgerysCreek,12.9,32.6,0,NA,NA,W,35,NA,WSW,0,17,76,16,1009.6,1007.5,NA,NA,19.8,31.5,No,No
04/03/11,BadgerysCreek,16.6,32.9,0,NA,NA,E,41,W,SSE,4,19,71,16,1012.2,1009.4,NA,NA,20.8,31.1,No,No
05/03/11,BadgerysCreek,15.4,22.6,0.2,NA,NA,SSE,37,S,SSE,15,22,72,60,1023.5,1023.9,NA,NA,16.6,20.4,No,No
06/03/11,BadgerysCreek,13.9,25.3,0.2,NA,NA,SE,33,SE,E,13,19,48,42,1027.6,1026.4,NA,NA,19.8,22.4,No,No
07/03/11,BadgerysCreek,12,26.4,0,NA,NA,ENE,31,WSW,SE,11,7,65,48,1025.5,1021.9,NA,NA,18.8,25.6,No,No
08/03/11,BadgerysCreek,12.1,32.1,0,NA,NA,E,35,NA,NNW,0,9,80,32,1020.2,1015,NA,NA,18,31,No,No
09/03/11,BadgerysCreek,16.4,31.8,0,NA,NA,NW,30,NA,W,0,13,85,39,1015.9,1013.6,NA,NA,19.7,29.1,No,No
10/03/11,BadgerysCreek,17.1,29.6,0,NA,NA,WSW,35,NA,SW,0,19,67,61,1013.7,1012.6,NA,NA,23.1,24.7,No,No
11/03/11,BadgerysCreek,18.4,28.7,0,NA,NA,ENE,31,NA,ENE,0,19,87,59,1016.7,1015.4,NA,NA,20.9,27.1,No,No
12/03/11,BadgerysCreek,16.7,31.7,0.8,NA,NA,NW,26,WSW,WSW,7,6,83,45,1021.1,1018.8,NA,NA,21.6,29.8,No,No
13/03/11,BadgerysCreek,17.3,34.8,0,NA,NA,WNW,33,SW,NE,7,11,93,37,1021.9,1017.5,NA,NA,21.1,33.8,No,No
14/03/11,BadgerysCreek,17.1,27.3,0,NA,NA,S,43,SSE,SSE,2,20,74,68,1020.1,1021.1,NA,NA,23.4,23.4,No,No
15/03/11,BadgerysCreek,16.6,27.4,0.2,NA,NA,SW,24,SW,E,15,6,85,53,1022.1,1018.5,NA,NA,19.6,25.7,No,No
16/03/11,BadgerysCreek,15.2,30.3,0.8,NA,NA,S,39,N,SE,7,19,87,59,1017.6,1016.6,NA,NA,20.1,26,No,Yes
17/03/11,BadgerysCreek,18.1,25.8,16.6,NA,NA,SE,28,S,ESE,9,17,89,70,1020,1017.2,NA,NA,20,23.8,Yes,No
18/03/11,BadgerysCreek,18.1,25.9,0.2,NA,NA,SSE,39,SSW,SSE,17,24,75,69,1015.9,1014.4,NA,NA,20.5,23,No,Yes
19/03/11,BadgerysCreek,17.4,21.3,3,NA,NA,SSW,30,SW,SSE,13,15,95,91,1015.5,1012.8,NA,NA,19.4,20.5,Yes,Yes
20/03/11,BadgerysCreek,17.8,23.7,25.8,NA,NA,E,48,S,SSE,9,11,99,92,1013.4,1011,NA,NA,18.9,21,Yes,Yes
21/03/11,BadgerysCreek,18.7,26.1,17.2,NA,NA,WSW,43,SSE,ENE,7,4,98,72,1007.5,1003.2,NA,NA,20.6,25.6,Yes,Yes
22/03/11,BadgerysCreek,19.2,32,13.2,NA,NA,ESE,24,NA,NE,0,11,96,47,1001.5,999.2,NA,NA,20.9,30,Yes,No
23/03/11,BadgerysCreek,16.9,30.8,0.2,NA,NA,SW,43,NA,WNW,0,26,83,36,1003.3,1001.2,NA,NA,20.8,29.5,No,No
24/03/11,BadgerysCreek,13.1,26.7,0.2,NA,NA,W,52,N,WNW,13,28,58,35,1005.4,1003.9,NA,NA,19.4,26,No,No
25/03/11,BadgerysCreek,12.7,26.2,0,NA,NA,W,39,WSW,SSW,19,24,56,40,1008.6,1009.3,NA,NA,20,25.9,No,No
26/03/11,BadgerysCreek,14,22.6,0,NA,NA,S,43,SW,S,24,19,62,54,1020,1020.4,NA,NA,18.5,21,No,No
27/03/11,BadgerysCreek,13.2,21.7,0,NA,NA,S,30,WSW,SSW,11,7,74,68,1025.1,1024.7,NA,NA,16.6,20.5,No,Yes
28/03/11,BadgerysCreek,13.7,24.3,1.2,NA,NA,E,26,WSW,ENE,13,15,82,70,1027.4,1026,NA,NA,17.5,21.4,Yes,No
29/03/11,BadgerysCreek,14.2,27.9,0,NA,NA,NE,33,SW,NNE,6,19,97,53,1026.4,1022,NA,NA,16.8,25.7,No,No
30/03/11,BadgerysCreek,13.4,29.3,0,NA,NA,WSW,54,NNW,NA,6,0,87,71,1020.4,1017.2,NA,NA,17.7,21.9,No,Yes
31/03/11,BadgerysCreek,16.7,20.7,2.6,NA,NA,S,26,SSW,SE,13,15,76,72,1023.6,1023.5,NA,NA,18.5,18.9,Yes,Yes
01/05/11,BadgerysCreek,11.7,22.9,8.2,NA,NA,SW,20,SW,N,13,4,84,49,1019.3,1015.6,NA,NA,17.1,22.4,Yes,No
02/05/11,BadgerysCreek,9.3,19.2,0,NA,NA,W,11,NA,WSW,0,2,100,68,1016.9,1015,NA,NA,12.4,18.7,No,No
03/05/11,BadgerysCreek,11,19.4,0.2,NA,NA,SSW,22,SW,S,11,13,97,68,1015.4,1014.1,NA,NA,14.9,18.3,No,No
04/05/11,BadgerysCreek,10.6,22.4,0,NA,NA,E,30,SW,S,19,9,66,49,1017.3,1015.4,NA,NA,16,21,No,No
05/05/11,BadgerysCreek,8.6,19.9,0.2,NA,NA,SW,31,SW,SE,17,11,67,49,1021.9,1021.4,NA,NA,15,17.6,No,No
06/05/11,BadgerysCreek,7.3,19.1,0,NA,NA,SW,26,SW,WSW,19,6,68,41,1024.6,1020.4,NA,NA,13.6,18.6,No,No
07/05/11,BadgerysCreek,5.7,20.5,0,NA,NA,NNE,19,SW,N,7,7,85,46,1019.7,1015.2,NA,NA,11.9,19.6,No,No
08/05/11,BadgerysCreek,2.4,21.2,0,NA,NA,W,15,NNW,NNW,4,2,83,35,1014.4,1010.4,NA,NA,11,20.7,No,No
09/05/11,BadgerysCreek,6,18.2,0,NA,NA,SSW,39,SW,S,15,22,59,55,1015.6,1014.3,NA,NA,13.8,16.4,No,No
10/05/11,BadgerysCreek,7.9,18.6,0,NA,NA,SW,43,SW,SW,26,13,54,37,1016.3,1013.2,NA,NA,12.8,17.5,No,No
11/05/11,BadgerysCreek,0,16.3,0,NA,NA,W,46,NA,WNW,0,28,99,39,1009.3,1007,NA,NA,5.5,14.3,No,No
12/05/11,BadgerysCreek,3.1,16.8,0,NA,NA,W,41,WSW,WSW,22,26,52,33,1011,1009.9,NA,NA,11.2,15.3,No,No
13/05/11,BadgerysCreek,1.7,21.2,0,NA,NA,WSW,46,NNE,WNW,4,19,69,41,1012.3,1008.4,NA,NA,12.1,19.3,No,No
14/05/11,BadgerysCreek,8.4,16.5,0.2,NA,NA,SW,52,WSW,SW,11,26,49,34,1016.4,1018.1,NA,NA,12.5,16.2,No,No
15/05/11,BadgerysCreek,0.7,19.5,0,NA,NA,WSW,20,WSW,N,6,6,66,35,1029.1,1026.8,NA,NA,10,18.8,No,No
16/05/11,BadgerysCreek,-0.1,20.6,0,NA,NA,SSE,15,NA,NE,0,4,81,30,1030.2,1025.9,NA,NA,8.4,20.2,No,No
17/05/11,BadgerysCreek,2.2,19.6,0,NA,NA,ESE,20,SW,NE,11,4,77,43,1030.7,1028,NA,NA,10.3,19.4,No,No
18/05/11,BadgerysCreek,2.9,20.4,0,NA,NA,NE,17,N,ENE,4,9,86,45,1032.9,1029.4,NA,NA,10.5,20.2,No,No
19/05/11,BadgerysCreek,5.1,21.3,0,NA,NA,NNE,26,NW,N,2,13,100,55,1031.6,1027.8,NA,NA,9.6,20.6,No,No
20/05/11,BadgerysCreek,5,22.6,0,NA,NA,ENE,15,E,ENE,2,7,100,42,1028.6,1024.2,NA,NA,11.6,22.4,No,No
21/05/11,BadgerysCreek,5.7,24.1,0,NA,NA,NE,17,NA,NNE,0,9,80,42,1025.6,1021.2,NA,NA,13.2,23.4,No,No
22/05/11,BadgerysCreek,5.9,22.6,0,NA,NA,N,20,NA,NNE,0,11,100,50,1021.2,1015,NA,NA,10.8,21.7,No,Yes
23/05/11,BadgerysCreek,10.8,22.6,3,NA,NA,WNW,56,N,NW,17,26,92,41,1005.7,1001.4,NA,NA,15.1,20.5,Yes,No
24/05/11,BadgerysCreek,6.5,19.3,0,NA,NA,SW,31,NNW,SE,2,11,56,67,1005.3,1004.7,NA,NA,15.3,15.6,No,Yes
25/05/11,BadgerysCreek,9.5,16.7,1.2,NA,NA,S,50,SW,SSW,20,20,58,52,1011.9,1011.7,NA,NA,13.3,15.5,Yes,No
26/05/11,BadgerysCreek,9.4,20.4,0,NA,NA,SW,35,SW,WSW,11,15,54,43,1017.1,1015.3,NA,NA,14.7,19.2,No,No
27/05/11,BadgerysCreek,3.2,17.6,0,NA,NA,SW,28,WSW,S,6,7,80,47,1019.3,1017.9,NA,NA,9.9,16.6,No,No
28/05/11,BadgerysCreek,2.9,19,0,NA,NA,S,17,SW,SE,7,11,79,58,1024.3,1022.5,NA,NA,10.9,17.4,No,No
29/05/11,BadgerysCreek,7.3,18.6,0,NA,NA,SW,20,WSW,WNW,15,6,93,72,1025.6,1022.2,NA,NA,10.8,15.9,No,Yes
30/05/11,BadgerysCreek,10.6,15.8,4.4,NA,NA,SSW,39,SW,SSW,19,17,99,96,1022,1019.1,NA,NA,12.5,13.4,Yes,Yes
31/05/11,BadgerysCreek,12.4,18.2,34.8,NA,NA,SE,30,SSE,SE,15,15,96,79,1020.4,1019.9,NA,NA,15.4,17.9,Yes,Yes
01/06/11,BadgerysCreek,12.3,18.8,32.8,NA,NA,SE,33,SSW,SSE,9,17,86,75,1026,1025.3,NA,NA,15.3,17,Yes,Yes
02/06/11,BadgerysCreek,12,20.3,3.2,NA,NA,SE,26,SW,SSE,11,13,89,58,1026,1022.9,NA,NA,15.6,18.6,Yes,No
03/06/11,BadgerysCreek,6.8,20.7,0,NA,NA,NNW,13,NNE,NW,4,4,92,49,1019.7,1014.6,NA,NA,11.2,20.3,No,No
04/06/11,BadgerysCreek,6.2,17.9,0,NA,NA,SW,17,NE,NA,2,0,98,69,1015.5,1013.9,NA,NA,10,17.1,No,No
05/06/11,BadgerysCreek,5,17.4,0,NA,NA,SW,26,WNW,WSW,4,7,78,45,1018.3,1012.9,NA,NA,10.6,17.1,No,No
06/06/11,BadgerysCreek,2.9,17.6,0,NA,NA,SW,26,W,SW,4,19,63,46,1016.1,1015.9,NA,NA,12.9,15.5,No,No
07/06/11,BadgerysCreek,0.8,14.4,0,NA,NA,WNW,33,NW,WNW,2,19,98,45,1017.8,1013.5,NA,NA,5.4,13.7,No,No
08/06/11,BadgerysCreek,3.2,13.5,0,NA,NA,WSW,54,W,WSW,13,31,53,39,1015.6,1013.3,NA,NA,9.5,11.8,No,No
09/06/11,BadgerysCreek,3.8,16.6,0.4,NA,NA,WSW,46,WSW,WSW,17,26,55,45,1014.1,1011.9,NA,NA,11,15,No,No
10/06/11,BadgerysCreek,6.7,16.6,0,NA,NA,WSW,43,SW,SW,19,15,54,64,1016.3,1017.4,NA,NA,13.6,13.6,No,No
11/06/11,BadgerysCreek,6.6,16.1,0,NA,NA,S,39,SW,SSE,19,13,68,66,1025,1024.8,NA,NA,12.7,14.4,No,No
12/06/11,BadgerysCreek,9.8,16.1,0.8,NA,NA,S,46,SW,S,15,19,84,64,1026.1,1023.7,NA,NA,12.3,15.3,No,No
13/06/11,BadgerysCreek,9.4,13.9,0,NA,NA,SSE,31,SW,E,13,9,79,94,1024.7,1022.2,NA,NA,12.9,13.4,No,Yes
14/06/11,BadgerysCreek,10.7,15.3,8.8,NA,NA,SSW,41,SSW,S,19,17,86,90,1022.1,1020.9,NA,NA,13.6,13.5,Yes,Yes
15/06/11,BadgerysCreek,10.8,16.8,7.8,NA,NA,SSE,48,SSW,S,15,17,80,77,1024,1022.2,NA,NA,14.1,15.2,Yes,Yes
16/06/11,BadgerysCreek,11,17.5,7.2,NA,NA,S,24,SW,SSW,15,11,82,57,1022,1016.9,NA,NA,12.9,16.5,Yes,No
17/06/11,BadgerysCreek,3.1,17.6,0,NA,NA,WSW,59,N,W,4,26,99,47,1008.3,1006.4,NA,NA,6.4,15.8,No,No
18/06/11,BadgerysCreek,6,17.5,0,NA,NA,WSW,54,WNW,WSW,7,19,56,47,1012,1010.6,NA,NA,11.9,16.2,No,No
19/06/11,BadgerysCreek,1.9,18.7,0,NA,NA,SW,20,NA,WNW,0,6,87,43,1016.6,1014.1,NA,NA,8.7,18.1,No,No
20/06/11,BadgerysCreek,1.8,19.1,0,NA,NA,WNW,37,NNE,WNW,4,24,88,45,1015.7,1012.3,NA,NA,8.6,17.7,No,No
21/06/11,BadgerysCreek,6.6,20.5,0,NA,NA,WSW,63,N,SW,17,37,71,60,1004.4,1003.2,NA,NA,11.5,12.2,No,No
22/06/11,BadgerysCreek,2.9,15.8,0,NA,NA,W,52,SE,WSW,4,19,64,42,1011,1011,NA,NA,10.4,14.6,No,No
23/06/11,BadgerysCreek,2.4,19.4,0,NA,NA,WSW,37,NNW,WSW,4,22,75,42,1016.7,1017.6,NA,NA,11.5,18.3,No,No
24/06/11,BadgerysCreek,0.8,17.7,0,NA,NA,W,22,NNE,SW,2,7,90,48,1026.7,1024.6,NA,NA,8.5,17.1,No,No
25/06/11,BadgerysCreek,2.3,18.6,0,NA,NA,NNE,17,W,NE,2,9,100,57,1031.4,1027.9,NA,NA,8,17.9,No,No
26/06/11,BadgerysCreek,-0.4,19.4,0.2,NA,NA,NNE,11,NA,NNE,0,6,100,42,1026.9,1023.2,NA,NA,5.6,18.9,No,No
27/06/11,BadgerysCreek,0.5,19,0.2,NA,NA,SW,22,SE,E,2,9,99,52,1028.3,1027.2,NA,NA,8.3,18.4,No,No
