LOCATION,Country,TIME,Business enterprise,Government,Higher Education,Private non-profit,Rest of the world,Not specified source,Basic research,Applied research,Experimental development,Not specified activities,Medical and health sciences
SVN,Slovenia,2013,1012050.031,425960.4594,5485.91733,328.8838,141267.4571,,215632.491,806155.2128,563305.0448,,43882.25282
SVN,Slovenia,2014,1043194.276,332288.7021,7835.59137,723.07447,141323.3634,,275302.8945,866005.0478,384055.3512,,46350.44438
SVN,Slovenia,2015,1010477.925,290349.0816,4951.42707,112.96031,154149.7512,,,,,,
SWE,Sweden,1997,4859667.671,1853862.116,12423.33943,203485.732,249052.6133,,,,,,
SWE,Sweden,1999,5522109.629,2152387.195,13915.90281,248068.4297,291599.9527,,,,,,
SWE,Sweden,2001,7418099.016,2305421.055,15545.75848,256035.87,346079.718,,,,,,
SWE,Sweden,2003,6636365.379,2477396.703,14530.80351,321783.5909,739596.8397,,,,,,
SWE,Sweden,2005,6638863.986,2535345.349,70364.72134,299814.8996,842794.2411,,,,,,
SWE,Sweden,2007,7584374.435,2977047.326,94091.39786,271019.2417,1158022.001,,,,,,
SWE,Sweden,2009,7581314.957,3436216.301,79799.77104,325372.0622,1309905.946,,,,,,
SWE,Sweden,2011,7743292.038,3689489.489,124942.8711,398686.483,1477491.853,,,,,,
SWE,Sweden,2013,8844440.388,4102368.405,143074.7402,445871.6476,973699.8592,,,,,,
TGO,Togo,2010,,17235.5597,,,2279.30629,,7337.82315,9338.62234,2836.95472,,1172.28643
TGO,Togo,2012,,16697.43267,,605.46749,2372.00876,,9288.66578,5161.34724,5224.89591,,2020.43895
TGO,Togo,2014,,25701.69163,,,1508.15747,,13942.21824,13254.04638,,13.55737,4317.73615
THA,Thailand,1996,96246.49998,319028.6873,35335.34092,45169.99984,25940.84227,,,,,,
THA,Thailand,1997,46104.30749,257961.3911,109078.2949,3333.13981,23408.49392,2396.14974,,,,,
THA,Thailand,2002,443922.6117,,,,,761683.4685,,,,,
THA,Thailand,2003,586411.2889,541796.9732,211940.6232,8235.0968,36650.70555,17556.14044,,,,,
THA,Thailand,2004,528801.6377,,,,,958935.5335,,,,,
THA,Thailand,2005,715041.3185,462585.6156,219388.6793,10405.09009,26982.69126,35271.49185,,,,,
THA,Thailand,2007,692402.4153,578852.2504,213432.9038,13561.65678,25601.07476,55050.77916,268596.9518,660491.7755,649812.353,,203627.3927
THA,Thailand,2009,792942.9931,725230.2664,340621.4494,6074.20765,19155.876,30069.94002,276620.3519,720330.1759,917144.2047,,
THA,Thailand,2011,1709548.87,1006853.101,445211.707,15322.07831,82661.94151,44262.97339,776466.7296,1122804.973,1240537.428,164048.7889,429532.3689
THA,Thailand,2014,2006463.463,1255199.023,881682.1243,20746.41891,81602.58103,919676.5463,1120143.904,1473239.818,1830810.45,741175.9852,532979.5696
THA,Thailand,2015,4601965.361,1426555.108,383428.7368,9189.81779,107488.0473,418875.1768,1021136.45,2478296.932,2965357.275,482711.5897,648620.6215
TJK,Tajikistan,2001,36.03539,5706.11502,,,11.50066,112.45087,,,,,
TJK,Tajikistan,2002,121.86436,4781.75669,,,,306.84486,,,,,
TJK,Tajikistan,2003,456.0552,3740.52969,,,,1553.21878,,,,,
TJK,Tajikistan,2004,303.81057,4095.69156,9.3551,,,1925.46273,,,,,
TJK,Tajikistan,2005,222.16195,9118.1798,33.24479,,,545.35917,,,,,513.99343
TJK,Tajikistan,2006,22.15118,9405.26808,25.10467,,79.99037,2448.19767,,,,,544.54985
TJK,Tajikistan,2007,112.10159,7819.40845,,,,234.82751,,,,,404.22105
TJK,Tajikistan,2008,35.94187,8945.10193,20.53821,,,711.96499,,,,,703.35474
TJK,Tajikistan,2009,136.01857,10296.6338,79.99423,,,2025.17319,,,,,600.59501
TJK,Tajikistan,2010,268.01745,10713.42152,56.04175,,,2762.96055,,,,,677.09672
TJK,Tajikistan,2011,346.30132,17233.31976,28.74347,,,3166.55309,,,,,1280.46409
TJK,Tajikistan,2013,,22475.27497,50.96434,,50.96434,1732.78764,,,,,1630.85895
TJK,Tajikistan,2014,,25725.95746,,,,,,,,,1672.43318
TJK,Tajikistan,2015,,26169.0942,,,,,,,,,1737.98538
TTO,Trinidad and Tobago,1997,,,,,,,,,,,593.34103
TTO,Trinidad and Tobago,1998,,,,,,,,,,,582.13872
TTO,Trinidad and Tobago,1999,,,,,,,,,,,728.24418
TTO,Trinidad and Tobago,2008,,,,,,,,,,,690.98923
TTO,Trinidad and Tobago,2009,,,,,,,,,,,481.0435
TTO,Trinidad and Tobago,2010,,,,,,,,,,,921.43197
TTO,Trinidad and Tobago,2011,,,,,,,,,,,634.86842
TTO,Trinidad and Tobago,2012,,,,,,,,,,,672.07504
TTO,Trinidad and Tobago,2014,,,,,,,,,,,2499.07105
TUN,Tunisia,2002,50061.28535,270988.1161,,,24276.82409,,,,,,
TUN,Tunisia,2003,48572.796,364199.9763,,,28951.69026,,,,,,
TUN,Tunisia,2004,83982.49816,423348.1385,,,34528.2589,,,,,,
TUN,Tunisia,2005,81319.10097,446498.5986,,,35931.69578,,,,,,
TUN,Tunisia,2006,88792.11037,457288.7545,,,35667.02108,,,,,,
TUN,Tunisia,2007,105316.8136,483173.9121,,,37747.96188,,,,,,
TUN,Tunisia,2008,111071.9649,492205.514,,,36191.58191,,,,,,
TUN,Tunisia,2009,119486.5189,576904.6974,,,37162.57253,,,,,,
TUN,Tunisia,2010,128418.4043,586515.9968,,,36047.63464,,,,,,
TUN,Tunisia,2011,138149.2076,598133.176,,,35501.597,,,,,,
TUN,Tunisia,2012,147126.9017,605031.5715,,,34617.0336,,,,,,
TUN,Tunisia,2014,153095.1842,641342.323,,,33102.0842,,,,,,
TUN,Tunisia,2015,154465.7188,628568.42,,,32116.6346,,,,,,
TUR,Turkey,1996,791729.8326,1217946.65,,141824.9847,193.52966,,,,,,
TUR,Turkey,1997,1069716.658,1374932.323,,67713.40913,46417.61415,,,,,,
TUR,Turkey,1998,843137.8629,1076973.761,,91531.33599,7053.99016,,,,,,
TUR,Turkey,1999,1078538.162,1187931.693,,103855.6486,119497.1114,,,,,,
TUR,Turkey,2000,1215912.962,1433724.38,,148721.8248,34910.29353,,,,,,
TUR,Turkey,2001,1400439.186,1498113.29,,196425.638,25925.96171,,,,,,
TUR,Turkey,2002,1286939.05,1576486.129,,213785.6849,40397.39468,,,,,,
TUR,Turkey,2003,1078952.329,1698840.667,,155192.4514,46495.35467,,,,,,
TUR,Turkey,2004,1386559.978,2083075.972,,173772.4574,13524.58241,,,,,,
TUR,Turkey,2005,1990159.228,2304050.257,,265221.5642,36172.29559,,,,,,1176145.384
TUR,Turkey,2006,2405562.845,2540619.453,1541.21076,252027.1434,24548.9465,,,,,,1253854.511
TUR,Turkey,2007,3461591.52,3363281.672,1658.71329,282459.8695,36354.4438,,,,,,1563060.432
TUR,Turkey,2008,3701540.979,2477116.005,1266353.016,285556.1616,102800.1273,,,,,,1564839.311
TUR,Turkey,2009,3667013.09,3039383.787,1816572.756,327260.4118,100830.1984,,,,,,1859917.722
TUR,Turkey,2010,4552473.473,3109439.619,1973330.271,369983.0287,83516.67253,,,,,,1823038.579
TUR,Turkey,2011,5290325.986,3376741.919,2406877.215,391436.9639,79253.67635,,,,,,2032883.243
TUR,Turkey,2012,5990810.467,3610932.328,2697036.64,433341.5698,75827.37171,,,,,,2086659.293
TUR,Turkey,2013,6767859.598,3676973.461,2829873.369,457651.4013,114970.444,,,,,,2142935.697
TUR,Turkey,2014,7801833.924,4027324.086,2824897.854,517713.461,165938.6287,,,,,,2304469.503
TZA,United Republic of Tanzania,2007,,153456.994,,2692.10587,97176.36473,,29917.97857,91581.34419,34474.04276,97352.09903,
TZA,United Republic of Tanzania,2010,276.59906,200592.5287,1157.48907,182.03996,146455.0885,,,,,,
TZA,United Republic of Tanzania,2013,,,,,,,118675.9905,439105.0216,65973.19821,,
UGA,Uganda,2002,1137.32971,29948.76705,1149.73646,,56358.9161,,,,,,
UGA,Uganda,2003,1116.45252,20568.20927,,,45355.537,,,,,,
UGA,Uganda,2004,1603.51358,18100.67961,,,55144.57477,,,,,,
UGA,Uganda,2005,1126.73404,28132.06286,,,38570.06214,,8032.34225,59796.5168,,,2621.37491
UGA,Uganda,2006,,54164.41778,,8.6497,53950.36403,,16843.20806,90815.05966,465.16379,,26284.38475
UGA,Uganda,2007,11725.61494,64919.78623,,9.35591,78896.87242,,28299.95888,123838.0037,3413.66693,,36372.10104
UGA,Uganda,2008,6284.88514,75851.38994,,120.72407,62668.82945,,36083.13461,100061.5492,8781.14484,,28662.8776
UGA,Uganda,2009,13904.06567,81173.53025,29658.17769,136.77102,44006.0475,,58219.67084,99440.24871,11218.67259,,15798.98262
UGA,Uganda,2010,33232.16923,53311.74743,2519.91401,14699.72713,139267.8297,,84334.32829,104467.0624,54229.99686,,44091.19554
UKR,Ukraine,2001,684136.8431,857949.5232,7158.7285,9375.48979,487889.4913,90632.73492,,,,,
UKR,Ukraine,2002,743933.5355,808317.9809,7827.11897,8223.07864,582452.9225,76056.46321,,,,,
UKR,Ukraine,2003,986442.6951,1036687.072,3125.5508,7704.89379,673213.4186,60283.95973,,,,,
UKR,Ukraine,2004,1019744.622,1311410.369,4729.10498,13689.84671,662637.4638,88623.0318,,,,,
UKR,Ukraine,2005,1010675.625,1256528.667,3511.20278,11153.23237,763858.7232,87642.37537,,,,,130740.6684
UKR,Ukraine,2006,1038113.164,1477872.948,4761.61183,2560.12924,618299.2246,48553.56602,703945.4157,515439.4152,1624788.415,345987.3981,126259.8664
UKR,Ukraine,2007,960011.3862,1659180.581,7624.59851,2319.49226,505610.9803,42030.29707,777614.3011,576420.3293,1496052.774,326689.9306,138187.0397
UKR,Ukraine,2008,889574.6641,1814141.749,9002.60291,4569.4884,514075.9867,56012.14939,790223.3475,622905.2691,1521397.164,352850.8599,146071.2375
UKR,Ukraine,2009,739674.5846,1421213.469,8837.35625,2295.37928,636422.4158,46985.91746,699550.8217,507102.0685,1345965.803,302810.4285,133663.8635
UKR,Ukraine,2010,768182.5978,1368073.865,5625.45601,3266.8657,754516.7966,31229.41945,708612.6272,517835.144,1414861.06,289586.1693,138327.8535
UKR,Ukraine,2011,758377.7329,1284608.43,5891.21928,1160.58668,721571.4872,21203.14232,640825.3681,528186.0895,1309931.978,313869.1625,141714.6858
UKR,Ukraine,2013,870696.8547,1427414.497,5492.42585,535.84642,646096.826,40081.31253,722910.4109,552296.9094,1470603.719,244506.7234,117886.2133
UKR,Ukraine,2014,854030.8197,1063473.672,3906.02331,682.37757,480723.2304,25577.39361,584844.6349,443027.7524,1212443.754,188077.3754,134522.5016
UKR,Ukraine,2015,846143.097,826792.6668,3540.13197,85.92553,381887.4404,42412.84325,422787.9942,336914.0162,1130969.055,210191.0396,80993.40772
URY,Uruguay,1996,23425.07458,14149.11516,31552.14127,,7965.14221,15.42138,,,,,
URY,Uruguay,1997,36410.53593,43526.27204,29609.55593,,2652.94427,213.5845,,,,,
URY,Uruguay,1998,24601.7376,7000.22973,31595.45549,,1914.48143,6.51184,,,,,
URY,Uruguay,1999,26989.48315,7128.01113,35647.63057,,5976.62144,7.57493,,,,,
URY,Uruguay,2000,27851.03995,14361.68982,25304.94285,,3390.06802,14.18439,,,,,
URY,Uruguay,2002,34734.73279,12718.71372,23354.83104,74.37844,3495.78681,,8667.67645,24694.78282,12838.93699,28177.04655,5504.00477
URY,Uruguay,2006,49038.21628,59675.17354,39.49033,,481.23009,41402.0405,21335.52587,65460.56818,13532.7973,50307.25938,9162.64629
URY,Uruguay,2007,75742.73247,74314.71082,38114.92476,3380.67788,,,,,,,
URY,Uruguay,2008,80051.79466,58000.42196,39291.74917,1836.68841,7972.90663,,,,,,11118.91988
URY,Uruguay,2009,82969.03761,70428.69264,52566.44244,1264.63914,3912.61874,2365.40118,,,,,14825.29226
URY,Uruguay,2010,90831.89687,44196.64732,51258.93595,1690.12036,3223.30097,1472.81917,,,,,20245.22741
URY,Uruguay,2011,17956.87723,65148.42652,95532.77671,164.23973,13796.13738,18778.07588,,,,,29344.16522
URY,Uruguay,2012,31476.1813,69046.60623,90947.68578,1916.10998,16015.23359,,,,,,30798.35617
URY,Uruguay,2013,22339.4364,86773.98127,96217.87317,1180.79069,11742.79927,,,,,,15958.59012
URY,Uruguay,2014,10954.3912,68671.69072,141872.3359,642.6837,17688.7791,,,,,,40002.71547
USA,United States of America,1996,123416171,65702900,4434000,4239079,,,,,,,
USA,United States of America,1997,136227140,67055572,4836527,4589549,,,,,,,
USA,United States of America,1998,147845000,68825000,5162000,5102000,,,,,,,
USA,United States of America,1999,164660000,69651000,5618000,5619000,,,,,,,
USA,United States of America,2000,186037000,70716000,6231000,6528000,,,,,,,
USA,United States of America,2001,188336000,77883000,6826000,7192000,,,,,,,
USA,United States of America,2002,180643000,83428000,7617000,8203000,,,,,,,
USA,United States of America,2003,186113000,90353000,8226000,9160000,,,,,,,
USA,United States of America,2004,191307000,96461000,8562000,9310000,,,,,,,
USA,United States of America,2005,207725000,101044000,9265000,10095000,,,,,,,
USA,United States of America,2006,227110000,105501000,10076000,10641000,,,,,,,
USA,United States of America,2007,246741000,110931000,10833000,11810000,,,,,,,
USA,United States of America,2008,258691000,123757000,11640000,13151000,,,,,,,
USA,United States of America,2009,235306000,132736000,11916000,14856000,11591000,,,,,,
USA,United States of America,2010,233456000,133742000,12105000,15494000,15296000,,,,,,
USA,United States of America,2011,250873000,134384000,12949000,15282000,16305000,,,,,,
USA,United States of America,2012,258750000,130825000,14140000,15632000,17734000,,,,,,
USA,United States of America,2013,278172000,127325000,15213000,16552000,20350000,,,,,,
USA,United States of America,2014,295636000,125719000,16066000,17877000,24061000,,,,,,
USA,United States of America,2015,322617000,120874000,17127000,18788000,23487000,,,,,,
UZB,Uzbekistan,2014,123961.1649,203245.0316,,,2651.03524,15268.23797,74203.2077,137234.4106,94460.43212,39227.41923,25487.37833
UZB,Uzbekistan,2015,158038.7545,231217.2167,,,4833.43137,11838.90542,79346.75661,137236.8798,125739.8051,63604.86647,29603.09968
VIR,United States Virgin Islands,2002,,,,,,,,,,,
VNM,Viet Nam,2002,61483.24803,252299.1971,2246.89612,,21549.77626,2859.68609,,,,,
VNM,Viet Nam,2011,224125.3633,508732.6782,24678.53214,,31522.72484,,,,,,
VNM,Viet Nam,2013,710487.0524,993038.6223,14614.04982,,26785.78795,32466.81731,339503.3583,1166880.908,174173.8561,96834.20727,36568.30813
ZAF,South Africa,2001,1451440.208,945966.0252,347.22619,43715.77766,158587.5773,,721640.1962,1037338.251,841051.2839,,255671.6735
ZAF,South Africa,2003,1672553.682,1039957.036,2946.21697,6849.36376,331923.7847,,737728.6704,1170924.65,1145577.369,,411395.6096
ZAF,South Africa,2004,1705974.823,1249454.477,745.93634,17469.16882,535435.3275,,653637.1658,1359084.914,1496357.361,,519864.4541
ZAF,South Africa,2005,1775139.428,1545517.239,119752.8437,57808.37444,548428.0989,,757823.1189,1446111.397,1842711.182,,597276.7459
ZAF,South Africa,2006,2052534.255,1850739.767,150040.512,44654.97042,484546.7048,,853019.0012,1607324.022,2122148.776,,690467.7857
ZAF,South Africa,2007,2078755.388,2226344.305,4006.06413,43326.60514,519844.4406,,1002184.712,1667430.994,2202648.801,,684491.7665
ZAF,South Africa,2008,2199382.689,2327818.84,5644.35732,37301.43472,586966.8376,,1039988.216,1718890.994,2398235.194,,769422.0543
ZAF,South Africa,2009,2046235.429,2139387.042,2506.70259,42445.32968,583129.7301,,1119465.994,1667564.142,2026674.327,,805506.0889
ZAF,South Africa,2010,1777156.72,1971883.299,2389.29391,142279.3037,534575.8698,,1060026.815,1761972.854,1606284.6,,756778.2354
ZAF,South Africa,2011,1814666.332,2002941.076,6532.76151,130392.7635,697641.1992,,1139428.439,1966567.753,1546177.941,,800006.1598
ZAF,South Africa,2012,1854363.409,2194730.535,37304.10127,118772.1202,631555.3487,,1221950.786,2241809.51,1372965.421,,832279.7435
ZAF,South Africa,2013,2050618.385,2126180.777,35130.68555,104404.0188,640385.0973,,1178707.912,2343515.881,1434495.17,,901773.7473
ZMB,Zambia,2008,3252.06631,95548.34279,,324.99069,1630.89182,,,,,,
